,ID,Name,Image URL,Description,Height,Weight,Categoty,Abilities,Type,Weaknesses,Stats
601,602,Tynamo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/602.png,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.","0' 08""",0.7 lbs,EleFish,['Levitate'],['Electric'],['Ground'],"{'HP': 3, 'Attack': 4, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 4}"
602,603,Eelektrik,https://assets.pokemon.com/assets/cms2/img/pokedex/full/603.png,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,"3' 11""",48.5 lbs,EleFish,['Levitate'],['Electric'],['Ground'],"{'HP': 4, 'Attack': 5, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 3}"
603,604,Eelektross,https://assets.pokemon.com/assets/cms2/img/pokedex/full/604.png,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,"6' 11""",177.5 lbs,EleFish,['Levitate'],['Electric'],['Ground'],"{'HP': 5, 'Attack': 7, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 5, 'Speed': 3}"
604,605,Elgyem,https://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png,"If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home.","1' 08""",19.8 lbs,Cerebral,"['Synchronize', 'Telepathy']",['Psychic'],"['Ghost', 'Dark', 'Bug']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 2}"
605,606,Beheeyem,https://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears.","3' 03""",76.1 lbs,Cerebral,"['Synchronize', 'Telepathy']",['Psychic'],"['Ghost', 'Dark', 'Bug']","{'HP': 5, 'Attack': 5, 'Defense': 5, 'Special Attack': 8, 'Special Defense': 6, 'Speed': 3}"
606,607,Litwick,https://assets.pokemon.com/assets/cms2/img/pokedex/full/607.png,The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world.,"1' 00""",6.8 lbs,Candle,"['Flash Fire', 'Flame Body']","['Ghost', 'Fire']","['Ghost', 'Dark', 'Ground', 'Water', 'Rock']","{'HP': 3, 'Attack': 2, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 2}"
607,608,Lampent,https://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death.","2' 00""",28.7 lbs,Lamp,"['Flash Fire', 'Flame Body']","['Ghost', 'Fire']","['Ghost', 'Dark', 'Ground', 'Water', 'Rock']","{'HP': 4, 'Attack': 3, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 4, 'Speed': 4}"
608,609,Chandelure,https://assets.pokemon.com/assets/cms2/img/pokedex/full/609.png,This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames.,"3' 03""",75.6 lbs,Luring,"['Flash Fire', 'Flame Body']","['Ghost', 'Fire']","['Ghost', 'Dark', 'Ground', 'Water', 'Rock']","{'HP': 4, 'Attack': 4, 'Defense': 6, 'Special Attack': 9, 'Special Defense': 6, 'Speed': 5}"
609,610,Axew,https://assets.pokemon.com/assets/cms2/img/pokedex/full/610.png,This Pokémon lives in nests that are made in the ground. People in ancient times used its tusks as cooking knives.,"2' 00""",39.7 lbs,Tusk,"['Rivalry', 'Mold Breaker']",['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 3, 'Attack': 6, 'Defense': 4, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 4}"
610,611,Fraxure,https://assets.pokemon.com/assets/cms2/img/pokedex/full/611.png,"Because its tusks don’t grow back once they break, this Pokémon apparently won’t use them unless truly necessary.","3' 03""",79.4 lbs,Axe Jaw,"['Rivalry', 'Mold Breaker']",['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 4, 'Attack': 7, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 4}"
611,612,Haxorus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/612.png,"This Pokémon nests in caves and abandoned mines. It is docile, but it will become incredibly angry if its tusks are touched, so beware.","5' 11""",232.6 lbs,Axe Jaw,"['Rivalry', 'Mold Breaker']",['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 5, 'Attack': 9, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 6}"
612,613,Cubchoo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/613.png,"Many of this species can be found along the shorelines of cold regions. If a Cubchoo lacks dangling snot, there’s a chance it is sick.","1' 08""",18.7 lbs,Chill,"['Snow Cloak', 'Slush Rush']",['Ice'],"['Fire', 'Steel', 'Fighting', 'Rock']","{'HP': 4, 'Attack': 5, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 3}"
613,614,Beartic,https://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png,"It is a ferocious, carnivorous Pokémon. Once it captures its prey, it will breathe cold air onto the prey to freeze and preserve it.","8' 06""",573.2 lbs,Freezing,"['Snow Cloak', 'Slush Rush']",['Ice'],"['Fire', 'Steel', 'Fighting', 'Rock']","{'HP': 6, 'Attack': 8, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 3}"
614,615,Cryogonal,https://assets.pokemon.com/assets/cms2/img/pokedex/full/615.png,Cryogonal appear during cold seasons. It is said that people and Pokémon who die on snowy mountains are reborn into these Pokémon.,"3' 07""",326.3 lbs,Crystallizing,['Levitate'],['Ice'],"['Fire', 'Steel', 'Fighting', 'Rock']","{'HP': 5, 'Attack': 3, 'Defense': 3, 'Special Attack': 6, 'Special Defense': 8, 'Speed': 7}"
615,616,Shelmet,https://assets.pokemon.com/assets/cms2/img/pokedex/full/616.png,"When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell.","1' 04""",17.0 lbs,Snail,"['Hydration', 'Shell Armor']",['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 3, 'Attack': 3, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 2}"
616,617,Accelgor,https://assets.pokemon.com/assets/cms2/img/pokedex/full/617.png,It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.,"2' 07""",55.8 lbs,Shell Out,"['Hydration', 'Sticky Hold']",['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 5, 'Attack': 5, 'Defense': 3, 'Special Attack': 6, 'Special Defense': 4, 'Speed': 9}"
617,618,Stunfisk,https://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.","2' 04""",24.3 lbs,Trap,"['Static', 'Limber']","['Ground', 'Electric']","['Water', 'Grass', 'Ice', 'Ground']","{'HP': 7, 'Attack': 4, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 2}"
618,619,Mienfoo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times.","2' 11""",44.1 lbs,Martial Arts,"['Inner Focus', 'Regenerator']",['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 3, 'Attack': 5, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 4}"
619,620,Mienshao,https://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms.","4' 07""",78.3 lbs,Martial Arts,"['Inner Focus', 'Regenerator']",['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 4, 'Attack': 8, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 4, 'Speed': 7}"
620,621,Druddigon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/621.png,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold.","5' 03""",306.4 lbs,Cave,"['Rough Skin', 'Sheer Force']",['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 5, 'Attack': 8, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 6, 'Speed': 3}"
621,622,Golett,https://assets.pokemon.com/assets/cms2/img/pokedex/full/622.png,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders.","3' 03""",202.8 lbs,Automaton,"['Iron Fist', 'Klutz']","['Ground', 'Ghost']","['Water', 'Ghost', 'Grass', 'Dark', 'Ice']","{'HP': 4, 'Attack': 5, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
622,623,Golurk,https://assets.pokemon.com/assets/cms2/img/pokedex/full/623.png,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.,"9' 02""",727.5 lbs,Automaton,"['Iron Fist', 'Klutz']","['Ground', 'Ghost']","['Water', 'Ghost', 'Grass', 'Dark', 'Ice']","{'HP': 6, 'Attack': 8, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 4}"
623,624,Pawniard,https://assets.pokemon.com/assets/cms2/img/pokedex/full/624.png,"Pawniard will fearlessly challenge even powerful foes. In a pinch, it will cling to opponents and pierce them with the blades all over its body.","1' 08""",22.5 lbs,Sharp Blade,"['Inner Focus', 'Defiant']","['Dark', 'Steel']","['Fire', 'Fighting', 'Ground']","{'HP': 3, 'Attack': 5, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 4}"
624,625,Bisharp,https://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png,This Pokémon commands a group of several Pawniard. Groups that are defeated in territorial disputes are absorbed by the winning side.,"5' 03""",154.3 lbs,Sword Blade,"['Inner Focus', 'Defiant']","['Dark', 'Steel']","['Fire', 'Fighting', 'Ground']","{'HP': 4, 'Attack': 8, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 5}"
625,626,Bouffalant,https://assets.pokemon.com/assets/cms2/img/pokedex/full/626.png,These Pokémon can crush a car with no more than a headbutt. Bouffalant with more hair on their heads hold higher positions within the herd.,"5' 03""",208.6 lbs,Bash Buffalo,"['Reckless', 'Sap Sipper']",['Normal'],['Fighting'],"{'HP': 6, 'Attack': 7, 'Defense': 6, 'Special Attack': 3, 'Special Defense': 6, 'Speed': 4}"
626,627,Rufflet,https://assets.pokemon.com/assets/cms2/img/pokedex/full/627.png,They pick fights indiscriminately. They grow stronger and more powerful each time they faint or are injured.,"1' 08""",23.1 lbs,Eaglet,"['Keen Eye', 'Sheer Force']","['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","{'HP': 5, 'Attack': 5, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 4}"
627,628,Braviary,https://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png,"The more scars they have, the more respect these brave soldiers of the sky get from their peers.","4' 11""",90.4 lbs,Valiant,"['Keen Eye', 'Sheer Force']","['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","{'HP': 6, 'Attack': 8, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 5}"
628,629,Vullaby,https://assets.pokemon.com/assets/cms2/img/pokedex/full/629.png,It wears a bone to protect its rear. It often squabbles with others of its kind over particularly comfy bones.,"1' 08""",19.8 lbs,Diapered,"['Big Pecks', 'Overcoat']","['Dark', 'Flying']","['Fairy', 'Electric', 'Ice', 'Rock']","{'HP': 5, 'Attack': 4, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 4}"
629,630,Mandibuzz,https://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png,"Although it’s a bit of a ruffian, this Pokémon will take lost Vullaby under its wing and care for them till they’re ready to leave the nest.","3' 11""",87.1 lbs,Bone Vulture,"['Big Pecks', 'Overcoat']","['Dark', 'Flying']","['Fairy', 'Electric', 'Ice', 'Rock']","{'HP': 7, 'Attack': 4, 'Defense': 7, 'Special Attack': 4, 'Special Defense': 6, 'Speed': 5}"
630,631,Heatmor,https://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png,"There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill.","4' 07""",127.9 lbs,Anteater,"['Flash Fire', 'Gluttony']",['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 5, 'Attack': 6, 'Defense': 4, 'Special Attack': 7, 'Special Defense': 4, 'Speed': 4}"
631,632,Durant,https://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png,"They lay their eggs deep inside their nests. When attacked by Heatmor, they retaliate using their massive mandibles.","1' 00""",72.8 lbs,Iron Ant,"['Swarm', 'Hustle']","['Bug', 'Steel']",['Fire'],"{'HP': 4, 'Attack': 7, 'Defense': 7, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 7}"
632,633,Deino,https://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png,"It can’t see, so its first approach to examining things is to bite them. You will be covered in wounds until a Deino warms up to you.","2' 07""",38.1 lbs,Irate,['Hustle'],"['Dark', 'Dragon']","['Fairy', 'Fighting', 'Bug', 'Ice', 'Dragon']","{'HP': 4, 'Attack': 4, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
633,634,Zweilous,https://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png,"The two heads do not get along at all. If you don’t give each head the same amount of attention, they’ll begin fighting out of jealousy.","4' 07""",110.2 lbs,Hostile,['Hustle'],"['Dark', 'Dragon']","['Fairy', 'Fighting', 'Bug', 'Ice', 'Dragon']","{'HP': 5, 'Attack': 5, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 4}"
634,635,Hydreigon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/635.png,"Only the central head has a brain. It is very intelligent, but it thinks only of destruction.","5' 11""",352.7 lbs,Brutal,['Levitate'],"['Dark', 'Dragon']","['Fairy', 'Fighting', 'Bug', 'Ice', 'Dragon']","{'HP': 6, 'Attack': 7, 'Defense': 6, 'Special Attack': 8, 'Special Defense': 6, 'Speed': 6}"
635,636,Larvesta,https://assets.pokemon.com/assets/cms2/img/pokedex/full/636.png,This Pokémon was called the Larva That Stole the Sun. The fire Larvesta spouts from its horns can cut right through a sheet of iron.,"3' 07""",63.5 lbs,Torch,['Flame Body'],"['Bug', 'Fire']","['Water', 'Flying', 'Rock']","{'HP': 4, 'Attack': 5, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 4}"
636,637,Volcarona,https://assets.pokemon.com/assets/cms2/img/pokedex/full/637.png,"Its burning body causes it to be unpopular in hot parts of the world, but in cold ones, Volcarona is revered as an embodiment of the sun.","5' 03""",101.4 lbs,Sun,['Flame Body'],"['Bug', 'Fire']","['Water', 'Flying', 'Rock']","{'HP': 5, 'Attack': 4, 'Defense': 4, 'Special Attack': 8, 'Special Defense': 7, 'Speed': 6}"
637,638,Cobalion,https://assets.pokemon.com/assets/cms2/img/pokedex/full/638.png,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon.","6' 11""",551.2 lbs,Iron Will,['Justified'],"['Steel', 'Fighting']","['Fire', 'Fighting', 'Ground']","{'HP': 6, 'Attack': 6, 'Defense': 8, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 7}"
638,639,Terrakion,https://assets.pokemon.com/assets/cms2/img/pokedex/full/639.png,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.,"6' 03""",573.2 lbs,Cavern,['Justified'],"['Rock', 'Fighting']","['Steel', 'Psychic', 'Fighting', 'Water', 'Fairy', 'Grass', 'Ground']","{'HP': 6, 'Attack': 8, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 7}"
639,640,Virizion,https://assets.pokemon.com/assets/cms2/img/pokedex/full/640.png,A legend tells of this Pokémon working together with Cobalion and Terrakion to protect the Pokémon of the Unova region.,"6' 07""",440.9 lbs,Grassland,['Justified'],"['Grass', 'Fighting']","['Fire', 'Psychic', 'Flying', 'Ice', 'Poison', 'Fairy']","{'HP': 6, 'Attack': 6, 'Defense': 5, 'Special Attack': 6, 'Special Defense': 8, 'Speed': 7}"
640,641,Tornadus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,"4' 11""",138.9 lbs,Cyclone,['Prankster'],['Flying'],"['Electric', 'Ice', 'Rock']","{'HP': 5, 'Attack': 7, 'Defense': 5, 'Special Attack': 8, 'Special Defense': 5, 'Speed': 7}"
641,642,Thundurus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png,The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.,"4' 11""",134.5 lbs,Bolt Strike,['Prankster'],"['Electric', 'Flying']","['Ice', 'Rock']","{'HP': 5, 'Attack': 7, 'Defense': 5, 'Special Attack': 8, 'Special Defense': 5, 'Speed': 7}"
642,643,Reshiram,https://assets.pokemon.com/assets/cms2/img/pokedex/full/643.png,This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.,"10' 06""",727.5 lbs,Vast White,['Turboblaze'],"['Dragon', 'Fire']","['Ground', 'Rock', 'Dragon']","{'HP': 6, 'Attack': 8, 'Defense': 6, 'Special Attack': 9, 'Special Defense': 8, 'Speed': 6}"
643,644,Zekrom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/644.png,This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.,"9' 06""",760.6 lbs,Deep Black,['Teravolt'],"['Dragon', 'Electric']","['Fairy', 'Dragon', 'Ice', 'Ground']","{'HP': 6, 'Attack': 9, 'Defense': 8, 'Special Attack': 8, 'Special Defense': 6, 'Speed': 6}"
644,645,Landorus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,"4' 11""",149.9 lbs,Abundance,['Sand Force'],"['Ground', 'Flying']","['Water', 'Ice']","{'HP': 6, 'Attack': 8, 'Defense': 6, 'Special Attack': 7, 'Special Defense': 5, 'Speed': 6}"
645,646,Kyurem,https://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png,This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.,"9' 10""",716.5 lbs,Boundary,['Pressure'],"['Dragon', 'Ice']","['Steel', 'Fairy', 'Rock', 'Fighting', 'Dragon']","{'HP': 8, 'Attack': 8, 'Defense': 6, 'Special Attack': 8, 'Special Defense': 6, 'Speed': 6}"
646,647,Keldeo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png,"It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.","4' 07""",106.9 lbs,Colt,['Justified'],"['Water', 'Fighting']","['Fairy', 'Grass', 'Flying', 'Psychic', 'Electric']","{'HP': 6, 'Attack': 5, 'Defense': 6, 'Special Attack': 8, 'Special Defense': 6, 'Speed': 7}"
647,648,Meloetta,https://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.,"2' 00""",14.3 lbs,Melody,['Serene Grace'],"['Normal', 'Psychic']","['Dark', 'Bug']","{'HP': 6, 'Attack': 5, 'Defense': 5, 'Special Attack': 8, 'Special Defense': 8, 'Speed': 6}"
648,649,Genesect,https://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png,This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.,"4' 11""",181.9 lbs,Paleozoic,['Download'],"['Bug', 'Steel']",['Fire'],"{'HP': 5, 'Attack': 8, 'Defense': 6, 'Special Attack': 8, 'Special Defense': 6, 'Speed': 6}"
649,650,Chespin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.","1' 04""",19.8 lbs,Spiny Nut,['Overgrow'],['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
650,651,Quilladin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,"2' 04""",63.9 lbs,Spiny Armor,['Overgrow'],['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 4, 'Attack': 5, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 4}"
651,652,Chesnaught,https://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,"5' 03""",198.4 lbs,Spiny Armor,['Overgrow'],"['Grass', 'Fighting']","['Fire', 'Psychic', 'Flying', 'Ice', 'Poison', 'Fairy']","{'HP': 6, 'Attack': 7, 'Defense': 8, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 4}"
652,653,Fennekin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.","1' 04""",20.7 lbs,Fox,['Blaze'],['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 4}"
653,654,Braixen,https://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.","3' 03""",32.0 lbs,Fox,['Blaze'],['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 5}"
654,655,Delphox,https://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.","4' 11""",86.0 lbs,Fox,['Blaze'],"['Fire', 'Psychic']","['Ghost', 'Dark', 'Ground', 'Water', 'Rock']","{'HP': 5, 'Attack': 5, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 6, 'Speed': 7}"
655,656,Froakie,https://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,"1' 00""",15.4 lbs,Bubble Frog,['Torrent'],['Water'],"['Grass', 'Electric']","{'HP': 3, 'Attack': 4, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 5}"
656,657,Frogadier,https://assets.pokemon.com/assets/cms2/img/pokedex/full/657.png,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.","2' 00""",24.0 lbs,Bubble Frog,['Torrent'],['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 6}"
657,658,Greninja,https://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.","4' 11""",88.2 lbs,Ninja,['Torrent'],"['Water', 'Dark']","['Fairy', 'Grass', 'Electric', 'Fighting', 'Bug']","{'HP': 5, 'Attack': 6, 'Defense': 4, 'Special Attack': 7, 'Special Defense': 5, 'Speed': 8}"
658,659,Bunnelby,https://assets.pokemon.com/assets/cms2/img/pokedex/full/659.png,"It excels at digging holes. Using its ears, it can dig a nest 33 feet deep in one night.","1' 04""",11.0 lbs,Digging,"['Pickup', 'Cheek Pouch']",['Normal'],['Fighting'],"{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 4}"
659,660,Diggersby,https://assets.pokemon.com/assets/cms2/img/pokedex/full/660.png,"With power equal to an excavator, it can dig through dense bedrock. It’s a huge help during tunnel construction.","3' 03""",93.5 lbs,Digging,"['Pickup', 'Cheek Pouch']","['Normal', 'Ground']","['Water', 'Grass', 'Fighting', 'Ice']","{'HP': 5, 'Attack': 4, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 5, 'Speed': 5}"
660,661,Fletchling,https://assets.pokemon.com/assets/cms2/img/pokedex/full/661.png,"This Pokémon is normally calm, but once it enters battle, its hormonal balance changes and it becomes aggressive.","1' 00""",3.7 lbs,Tiny Robin,['Big Pecks'],"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 4}"
661,662,Fletchinder,https://assets.pokemon.com/assets/cms2/img/pokedex/full/662.png,Fletchinder scatters embers in tall grass where bug Pokémon might be hiding and then catches them as they come leaping out.,"2' 04""",35.3 lbs,Ember,['Flame Body'],"['Fire', 'Flying']","['Water', 'Electric', 'Rock']","{'HP': 4, 'Attack': 5, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 5}"
662,663,Talonflame,https://assets.pokemon.com/assets/cms2/img/pokedex/full/663.png,"It has top-notch flying capabilities. It flies around easily, even while carrying prey that weighs more than 220 lbs.","3' 11""",54.0 lbs,Scorching,['Flame Body'],"['Fire', 'Flying']","['Water', 'Electric', 'Rock']","{'HP': 5, 'Attack': 5, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 8}"
663,664,Scatterbug,https://assets.pokemon.com/assets/cms2/img/pokedex/full/664.png,Any poison this Pokémon takes in is converted into a black powder and secreted. That’s why Scatterbug can eat poisonous leaves and roots.,"1' 00""",5.5 lbs,Scatterdust,"['Shield Dust', 'Compound Eyes']",['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 2, 'Special Defense': 2, 'Speed': 3}"
664,665,Spewpa,https://assets.pokemon.com/assets/cms2/img/pokedex/full/665.png,"If Rufflet attacks this Pokémon by pecking at it, it will retaliate with its sharp fur and poisonous black powder.","1' 00""",18.5 lbs,Scatterdust,['Shed Skin'],['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 3, 'Attack': 2, 'Defense': 4, 'Special Attack': 2, 'Special Defense': 2, 'Speed': 2}"
665,666,Vivillon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png,The patterns on this Pokémon depend on the climate and topography of the land it was born in. This form is from lands where flowers bloom.,"3' 11""",37.5 lbs,Scale,"['Shield Dust', 'Compound Eyes']","['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","{'HP': 5, 'Attack': 4, 'Defense': 3, 'Special Attack': 6, 'Special Defense': 3, 'Speed': 6}"
666,667,Litleo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/667.png,"When Litleo are young, female Pyroar will teach them how to hunt. Once the Litleo mature, they will leave the pride and set out on their own.","2' 00""",29.8 lbs,Lion Cub,"['Rivalry', 'Unnerve']","['Fire', 'Normal']","['Water', 'Ground', 'Fighting', 'Rock']","{'HP': 4, 'Attack': 3, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 5}"
667,668,Pyroar,https://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png,The females of a pride work together to bring down prey. It’s thanks to them that their pride doesn’t starve.,"4' 11""",179.7 lbs,Royal,"['Rivalry', 'Unnerve']","['Fire', 'Normal']","['Water', 'Ground', 'Fighting', 'Rock']","{'HP': 6, 'Attack': 4, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 4, 'Speed': 7}"
